author_id_,after_timegap_,senti_mean,senti_size,senti_category_mean,retweet_size,reply_size,bot_interaction,senti_mean_t2,interaction_times,bot_senti,interaction_senti,retweet_count_original,like_count_original,retweet_count_interaction,like_count_interaction,topic,burstiness,cascade,pos_num,RF_bot_pred_bot,RF_bot_prob_bot,DL_bot_pred_bot,DL_bot_prob_bot,XGB_bot_pred_bot,XGB_bot_prob_bot,BOTOMETER_bot_prob_bot,astroturf_score_bot,fake_follower_score_bot,financial_score_bot,other_score_bot,overall_score_bot,self_declared_score_bot,spammer_score_bot,RF_bot_prob_user,RF_bot_pred_bot_user,DL_bot_pred_user,DL_bot_prob_user,XGB_bot_pred_user,XGB_bot_prob_user,BOTOMETER_bot_prob_user,astroturf_score_human,fake_follower_score_human,financial_score_human,other_score_human,overall_score_human,self_declared_score_human,spammer_score_human,retweet_log_original,like_log_original,without_like_original,retweet_log_interaction,like_log_interaction,without_like_interaction,few_like_original,few_like_interaction,frequent_interact,sample_uid,log_daily_tweet,senti_abs,senti_abs_t2,tg1,senti_abs_sqrt,senti_abs_sqrt_t2,after_10days,after_20days,after_30days,tg1_10days,tg1_20days,tg1_30days
2,-7,-0.743,1,-1.0,1.0,0.0,1,-0.6705,1,,-0.6124,0.0,0.0,0,1,2.0,-0.7558604790297406,0.0,14.0,1.0,0.5679613178100632,1,0.5983852326869965,0,0.1702047735452652,0.7384783166429812,2.8,0.4,0.8,2.2,1.2,0.2,0.0,0.1518604883110135,0.0,0,0.185905635356903,0,0.018619567155838,0.3626456412463227,1.8,0.3,0.0,1.0,0.3,0.0,0.0,0.0,0.0,1,0.0,0.6931471805599453,0,1,1,0,,0.0,0.743,0.6705,-7,0.8619744775803979,0.6705,0,0,0,0,0,0
2,-6,-0.3182,2,-1.0,2.0,0.0,1,0.4019,1,,-0.6124,0.0,0.0,0,1,2.0,-0.7558604790297406,0.0,14.0,1.0,0.5679613178100632,1,0.5983852326869965,0,0.1702047735452652,0.7384783166429812,2.8,0.4,0.8,2.2,1.2,0.2,0.0,0.1518604883110135,0.0,0,0.185905635356903,0,0.018619567155838,0.3626456412463227,1.8,0.3,0.0,1.0,0.3,0.0,0.0,0.0,0.0,1,0.0,0.6931471805599453,0,1,1,0,,0.6931471805599453,0.3182,0.4019,-6,0.5640921910468182,0.4019,0,0,0,0,0,0
2,-1,-0.6711,4,-1.0,4.0,0.0,1,-0.743,1,,-0.6124,0.0,0.0,0,1,2.0,-0.7558604790297406,0.0,14.0,1.0,0.5679613178100632,1,0.5983852326869965,0,0.1702047735452652,0.7384783166429812,2.8,0.4,0.8,2.2,1.2,0.2,0.0,0.1518604883110135,0.0,0,0.185905635356903,0,0.018619567155838,0.3626456412463227,1.8,0.3,0.0,1.0,0.3,0.0,0.0,0.0,0.0,1,0.0,0.6931471805599453,0,1,1,0,,1.3862943611198906,0.6711,0.743,-1,0.8192069335644078,0.743,0,0,0,0,0,0
2,0,-0.624,2,-1.0,2.0,0.0,1,-0.3182,1,,-0.6124,0.0,0.0,0,1,2.0,-0.7558604790297406,0.0,14.0,1.0,0.5679613178100632,1,0.5983852326869965,0,0.1702047735452652,0.7384783166429812,2.8,0.4,0.8,2.2,1.2,0.2,0.0,0.1518604883110135,0.0,0,0.185905635356903,0,0.018619567155838,0.3626456412463227,1.8,0.3,0.0,1.0,0.3,0.0,0.0,0.0,0.0,1,0.0,0.6931471805599453,0,1,1,0,,0.6931471805599453,0.624,0.3182,0,0.7899367063252599,0.3182,0,0,0,0,0,0
2,1,0.4926,2,1.0,2.0,0.0,1,-0.6711,1,,-0.6124,0.0,0.0,0,1,2.0,-0.7558604790297406,0.0,14.0,1.0,0.5679613178100632,1,0.5983852326869965,0,0.1702047735452652,0.7384783166429812,2.8,0.4,0.8,2.2,1.2,0.2,0.0,0.1518604883110135,0.0,0,0.185905635356903,0,0.018619567155838,0.3626456412463227,1.8,0.3,0.0,1.0,0.3,0.0,0.0,0.0,0.0,1,0.0,0.6931471805599453,0,1,1,0,,0.6931471805599453,0.4926,0.6711,1,0.7018546858146635,0.6711,1,0,0,1,0,0
2,3,-0.25,2,-1.0,2.0,0.0,1,-0.624,1,,-0.6124,0.0,0.0,0,1,2.0,-0.7558604790297406,0.0,14.0,1.0,0.5679613178100632,1,0.5983852326869965,0,0.1702047735452652,0.7384783166429812,2.8,0.4,0.8,2.2,1.2,0.2,0.0,0.1518604883110135,0.0,0,0.185905635356903,0,0.018619567155838,0.3626456412463227,1.8,0.3,0.0,1.0,0.3,0.0,0.0,0.0,0.0,1,0.0,0.6931471805599453,0,1,1,0,,0.6931471805599453,0.25,0.624,3,0.5,0.624,1,0,0,1,0,0
2,8,-0.4564,4,-1.0,4.0,0.0,1,0.4926,1,,-0.6124,0.0,0.0,0,1,2.0,-0.7558604790297406,0.0,14.0,1.0,0.5679613178100632,1,0.5983852326869965,0,0.1702047735452652,0.7384783166429812,2.8,0.4,0.8,2.2,1.2,0.2,0.0,0.1518604883110135,0.0,0,0.185905635356903,0,0.018619567155838,0.3626456412463227,1.8,0.3,0.0,1.0,0.3,0.0,0.0,0.0,0.0,1,0.0,0.6931471805599453,0,1,1,0,,1.3862943611198906,0.4564,0.4926,8,0.6755738301621815,0.4926,1,0,0,1,0,0
2,13,-0.27645,8,-0.25,8.0,0.0,1,-0.25,1,,-0.6124,0.0,0.0,0,1,2.0,-0.7558604790297406,0.0,14.0,1.0,0.5679613178100632,1,0.5983852326869965,0,0.1702047735452652,0.7384783166429812,2.8,0.4,0.8,2.2,1.2,0.2,0.0,0.1518604883110135,0.0,0,0.185905635356903,0,0.018619567155838,0.3626456412463227,1.8,0.3,0.0,1.0,0.3,0.0,0.0,0.0,0.0,1,0.0,0.6931471805599453,0,1,1,0,,2.079441541679836,0.27645,0.25,13,0.5257851272145304,0.25,0,1,0,0,1,0
2,15,-0.6705,2,-1.0,2.0,0.0,1,-0.4564,1,,-0.6124,0.0,0.0,0,1,2.0,-0.7558604790297406,0.0,14.0,1.0,0.5679613178100632,1,0.5983852326869965,0,0.1702047735452652,0.7384783166429812,2.8,0.4,0.8,2.2,1.2,0.2,0.0,0.1518604883110135,0.0,0,0.185905635356903,0,0.018619567155838,0.3626456412463227,1.8,0.3,0.0,1.0,0.3,0.0,0.0,0.0,0.0,1,0.0,0.6931471805599453,0,1,1,0,,0.6931471805599453,0.6705,0.4564,15,0.8188406438373709,0.4564,0,1,0,0,1,0
2,17,-0.6249,2,-1.0,2.0,0.0,1,-0.27645,1,,-0.6124,0.0,0.0,0,1,2.0,-0.7558604790297406,0.0,14.0,1.0,0.5679613178100632,1,0.5983852326869965,0,0.1702047735452652,0.7384783166429812,2.8,0.4,0.8,2.2,1.2,0.2,0.0,0.1518604883110135,0.0,0,0.185905635356903,0,0.018619567155838,0.3626456412463227,1.8,0.3,0.0,1.0,0.3,0.0,0.0,0.0,0.0,1,0.0,0.6931471805599453,0,1,1,0,,0.6931471805599453,0.6249,0.27645,17,0.7905061669588669,0.27645,0,1,0,0,1,0
2,19,-0.3818,2,-1.0,2.0,0.0,1,-0.6705,1,,-0.6124,0.0,0.0,0,1,2.0,-0.7558604790297406,0.0,14.0,1.0,0.5679613178100632,1,0.5983852326869965,0,0.1702047735452652,0.7384783166429812,2.8,0.4,0.8,2.2,1.2,0.2,0.0,0.1518604883110135,0.0,0,0.185905635356903,0,0.018619567155838,0.3626456412463227,1.8,0.3,0.0,1.0,0.3,0.0,0.0,0.0,0.0,1,0.0,0.6931471805599453,0,1,1,0,,0.6931471805599453,0.3818,0.6705,19,0.6178996682310163,0.6705,0,1,0,0,1,0
2,20,0.0343,2,0.0,2.0,0.0,1,-0.6249,1,,-0.6124,0.0,0.0,0,1,2.0,-0.7558604790297406,0.0,14.0,1.0,0.5679613178100632,1,0.5983852326869965,0,0.1702047735452652,0.7384783166429812,2.8,0.4,0.8,2.2,1.2,0.2,0.0,0.1518604883110135,0.0,0,0.185905635356903,0,0.018619567155838,0.3626456412463227,1.8,0.3,0.0,1.0,0.3,0.0,0.0,0.0,0.0,1,0.0,0.6931471805599453,0,1,1,0,,0.6931471805599453,0.0343,0.6249,20,0.1852025917745213,0.6249,0,1,0,0,1,0
2,21,-0.4601,1,-1.0,1.0,0.0,1,-0.3818,1,,-0.6124,0.0,0.0,0,1,2.0,-0.7558604790297406,0.0,14.0,1.0,0.5679613178100632,1,0.5983852326869965,0,0.1702047735452652,0.7384783166429812,2.8,0.4,0.8,2.2,1.2,0.2,0.0,0.1518604883110135,0.0,0,0.185905635356903,0,0.018619567155838,0.3626456412463227,1.8,0.3,0.0,1.0,0.3,0.0,0.0,0.0,0.0,1,0.0,0.6931471805599453,0,1,1,0,,0.0,0.4601,0.3818,21,0.6783067152844648,0.3818,0,0,1,0,0,1
2,23,0.2503,4,0.0,4.0,0.0,1,0.0343,1,,-0.6124,0.0,0.0,0,1,2.0,-0.7558604790297406,0.0,14.0,1.0,0.5679613178100632,1,0.5983852326869965,0,0.1702047735452652,0.7384783166429812,2.8,0.4,0.8,2.2,1.2,0.2,0.0,0.1518604883110135,0.0,0,0.185905635356903,0,0.018619567155838,0.3626456412463227,1.8,0.3,0.0,1.0,0.3,0.0,0.0,0.0,0.0,1,0.0,0.6931471805599453,0,1,1,0,,1.3862943611198906,0.2503,0.0343,23,0.5002999100539596,0.0343,0,0,1,0,0,1
2,26,-0.6705,2,-1.0,2.0,0.0,1,-0.4601,1,,-0.6124,0.0,0.0,0,1,2.0,-0.7558604790297406,0.0,14.0,1.0,0.5679613178100632,1,0.5983852326869965,0,0.1702047735452652,0.7384783166429812,2.8,0.4,0.8,2.2,1.2,0.2,0.0,0.1518604883110135,0.0,0,0.185905635356903,0,0.018619567155838,0.3626456412463227,1.8,0.3,0.0,1.0,0.3,0.0,0.0,0.0,0.0,1,0.0,0.6931471805599453,0,1,1,0,,0.6931471805599453,0.6705,0.4601,26,0.8188406438373709,0.4601,0,0,1,0,0,1
2,27,-0.0386,4,-0.5,4.0,0.0,1,0.2503,1,,-0.6124,0.0,0.0,0,1,2.0,-0.7558604790297406,0.0,14.0,1.0,0.5679613178100632,1,0.5983852326869965,0,0.1702047735452652,0.7384783166429812,2.8,0.4,0.8,2.2,1.2,0.2,0.0,0.1518604883110135,0.0,0,0.185905635356903,0,0.018619567155838,0.3626456412463227,1.8,0.3,0.0,1.0,0.3,0.0,0.0,0.0,0.0,1,0.0,0.6931471805599453,0,1,1,0,,1.3862943611198906,0.0386,0.2503,27,0.196468827043885,0.2503,0,0,1,0,0,1
3,-26,0.0,1,0.0,1.0,0.0,1,,1,,-0.476,0.0,0.0,0,0,2.0,0.1588563079094761,0.0,11.0,1.0,0.5444444444444444,1,0.5983852326869965,0,0.2914650440216064,0.659646495284545,2.2,0.5,0.0,1.4,0.9,0.0,0.0,0.3427986035257672,0.0,1,0.5983852326869965,0,0.0985923409461975,0.3342309004634953,2.6,0.6,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1,0.0,0.0,1,1,1,0,,0.0,0.0,,-26,0.0,,0,0,0,0,0,0
3,-25,0.3818,1,1.0,0.0,0.0,1,,1,,-0.476,0.0,0.0,0,0,2.0,0.1588563079094761,0.0,11.0,1.0,0.5444444444444444,1,0.5983852326869965,0,0.2914650440216064,0.659646495284545,2.2,0.5,0.0,1.4,0.9,0.0,0.0,0.3427986035257672,0.0,1,0.5983852326869965,0,0.0985923409461975,0.3342309004634953,2.6,0.6,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1,0.0,0.0,1,1,1,0,,0.0,0.3818,,-25,0.6178996682310163,,0,0,0,0,0,0
3,-23,-0.2263,1,-1.0,1.0,0.0,1,0.0,1,,-0.476,0.0,0.0,0,0,2.0,0.1588563079094761,0.0,11.0,1.0,0.5444444444444444,1,0.5983852326869965,0,0.2914650440216064,0.659646495284545,2.2,0.5,0.0,1.4,0.9,0.0,0.0,0.3427986035257672,0.0,1,0.5983852326869965,0,0.0985923409461975,0.3342309004634953,2.6,0.6,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1,0.0,0.0,1,1,1,0,,0.0,0.2263,0.0,-23,0.4757099956906518,0.0,0,0,0,0,0,0
3,-22,-0.0498,2,0.0,0.0,0.0,1,0.3818,1,,-0.476,0.0,0.0,0,0,2.0,0.1588563079094761,0.0,11.0,1.0,0.5444444444444444,1,0.5983852326869965,0,0.2914650440216064,0.659646495284545,2.2,0.5,0.0,1.4,0.9,0.0,0.0,0.3427986035257672,0.0,1,0.5983852326869965,0,0.0985923409461975,0.3342309004634953,2.6,0.6,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1,0.0,0.0,1,1,1,0,,0.6931471805599453,0.0498,0.3818,-22,0.2231591360442139,0.3818,0,0,0,0,0,0
3,-21,0.05595,2,0.0,1.0,0.0,1,-0.2263,1,,-0.476,0.0,0.0,0,0,2.0,0.1588563079094761,0.0,11.0,1.0,0.5444444444444444,1,0.5983852326869965,0,0.2914650440216064,0.659646495284545,2.2,0.5,0.0,1.4,0.9,0.0,0.0,0.3427986035257672,0.0,1,0.5983852326869965,0,0.0985923409461975,0.3342309004634953,2.6,0.6,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1,0.0,0.0,1,1,1,0,,0.6931471805599453,0.05595,0.2263,-21,0.2365375234502974,0.2263,0,0,0,0,0,0
3,-19,0.2263,1,1.0,1.0,0.0,1,-0.0498,1,,-0.476,0.0,0.0,0,0,2.0,0.1588563079094761,0.0,11.0,1.0,0.5444444444444444,1,0.5983852326869965,0,0.2914650440216064,0.659646495284545,2.2,0.5,0.0,1.4,0.9,0.0,0.0,0.3427986035257672,0.0,1,0.5983852326869965,0,0.0985923409461975,0.3342309004634953,2.6,0.6,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1,0.0,0.0,1,1,1,0,,0.0,0.2263,0.0498,-19,0.4757099956906518,0.0498,0,0,0,0,0,0
